Iteration Step: -1
0.052217 -0.707572 -0.200903 
-0.155065 0.336955 -0.462935 
0.679250 -0.030549 0.533006 
0.464766 -0.083163 0.723319 
0.838374 -0.290750 -0.757927 
-0.677419 -0.983032 0.724235 
-0.467147 -0.853389 -0.787103 
0.890133 -0.363994 0.927976 
0.137730 0.997681 0.899411 
-0.808649 -0.442427 -0.959838 
0.033174 -0.458235 0.328043 
-0.716544 -0.989196 -0.201392 
-0.847285 0.922544 0.359783 
0.494797 -0.631520 -0.364361 
-0.686087 -0.835810 0.616871 
0.459395 -0.729118 -0.372173 
-0.203772 0.007782 0.263772 
0.316752 -0.434187 -0.942259 
0.260903 -0.216102 0.489730 
-0.315470 -0.258156 0.060823 
0.017243 0.809748 0.732353 
0.407208 -0.653798 -0.622364 
-0.919065 -0.527879 0.655019 
-0.116550 0.479476 -0.557238 
-0.307291 -0.508286 0.893613 
-0.767144 0.083895 -0.850459 
-0.780328 0.100620 -0.125828 
-0.074496 -0.342387 -0.094394 
0.898007 0.261879 -0.180639 
0.016694 -0.537400 0.264565 
-0.061495 0.858516 0.658315 
-0.942930 0.522507 -0.245521 
-0.630604 0.236671 0.184912 
0.327799 0.955504 0.761345 
0.864803 -0.147069 0.718619 
-0.459639 -0.273904 -0.281655 
0.970092 -0.707511 0.963317 
-0.214942 0.964721 0.656667 
0.827143 0.852962 0.983215 
0.561937 -0.149449 0.625660 
-0.027558 0.468612 0.467696 
-0.563890 0.934446 0.857601 
0.288247 -0.759026 -0.007111 
-0.527146 -0.063082 -0.930967 
0.969604 -0.517380 0.053804 
-0.625172 0.748222 0.218421 
-0.312235 0.234230 -0.511643 
-0.575854 0.830256 0.620106 
-0.771905 0.922544 -0.205237 
0.159337 0.724357 0.804559 
-0.991760 -0.563036 -0.998840 
-0.541429 -0.846919 -0.842097 
-0.705252 -0.323771 0.441633 
0.593982 0.521653 0.425947 
0.875668 0.788507 0.261330 
0.122349 0.721244 -0.126865 
0.669668 -0.837336 0.980956 
-0.563951 0.267190 0.502731 
0.508103 -0.032502 -0.766655 
0.658559 -0.787591 0.510605 
0.358013 0.925657 0.102878 
-0.408307 0.220191 0.324992 
0.824335 0.316385 0.594714 
0.845332 0.902402 0.412153 
-0.886227 -0.846797 0.892025 
0.362285 0.282571 -0.230079 
0.025117 -0.652943 0.466720 
-0.458724 -0.720939 -0.076510 
-0.812983 0.686575 -0.947081 
0.303629 -0.329875 -0.461409 
-0.040193 0.891659 0.213233 
0.999939 0.348674 -0.273659 
0.387249 0.078036 -0.016083 
0.261879 0.056612 0.974181 
0.590075 0.960326 -0.882626 
-0.983764 0.445296 0.659047 
0.276528 0.263772 -0.989563 
-0.853084 0.502487 0.525193 
0.864559 0.368267 0.750053 
-0.031343 -0.642567 -0.412275 
-0.696768 0.411359 0.091647 
0.006867 -0.518662 0.916013 
-0.684378 0.195105 0.842097 
0.816401 0.582873 -0.108921 
0.690054 -0.493881 -0.688406 
0.965941 0.317301 0.086032 
0.691641 -0.861446 -0.526902 
-0.882138 -0.474837 0.120884 
-0.111850 -0.761956 0.468551 
0.587634 -0.656484 -0.038118 
-0.063753 0.825373 -0.610645 
-0.869381 -0.555528 -0.599780 
-0.589038 0.752068 -0.925962 
0.227027 -0.902341 0.123325 
-0.171300 0.141270 -0.737724 
-0.944639 -0.026032 -0.876522 
-0.141820 0.823908 0.075167 
0.933164 -0.136387 0.426740 
-0.403607 0.643788 -0.298318 
-0.512558 0.015839 -0.481124 
0.944762 0.024689 -0.388958 
-0.535386 -0.126011 -0.352153 
0.812189 0.118747 0.835261 
0.138096 -0.171789 0.636830 
-0.654408 0.435835 0.118320 
0.981628 -0.514878 0.206702 
-0.109775 0.344523 -0.733573 
0.886959 0.116550 0.326945 
-0.830195 -0.522629 -0.904599 
0.975707 -0.362407 0.036897 
-0.508896 0.125278 -0.775506 
0.230079 0.940855 0.765618 
-0.124363 -0.587634 0.840388 
0.000458 -0.086459 -0.337870 
0.150365 -0.343547 -0.282205 
-0.815973 0.252174 0.096835 
-0.560289 -0.911069 -0.526414 
-0.234352 0.505173 -0.457991 
0.441450 -0.715262 0.503891 
-0.289651 0.870357 0.748894 
-0.407147 -0.516160 0.558092 
0.156835 -0.594836 -0.249794 
0.987060 0.725394 0.688345 
-0.278726 -0.284341 0.989074 
0.934263 -0.391156 -0.370098 
-0.256508 -0.867367 -0.953246 
0.629933 -0.201575 0.765007 
-0.269387 0.106967 -0.720267 
0.737785 0.342875 0.951659 
-0.662221 0.306681 -0.592090 
0.076998 0.747429 -0.089755 
-0.788629 0.938719 -0.002838 
-0.738762 0.752739 0.800409 
-0.833064 0.379559 -0.925291 
-0.671804 -0.797357 -0.656301 
-0.276955 -0.450667 0.076205 
-0.626698 0.464339 0.603992 
-0.779229 0.843623 0.184729 
0.202979 -0.148717 -0.432600 
0.870540 0.093661 -0.856563 
-0.691946 0.647450 0.236976 
-0.661916 -0.777581 0.047090 
0.277078 -0.123020 0.297098 
0.158177 0.231361 0.701163 
-0.638234 -0.824030 0.789544 
0.593738 -0.840022 0.125523 
-0.457808 0.231666 0.896603 
0.800531 -0.055147 0.924070 
0.343242 0.526719 -0.878536 
0.548448 0.919797 -0.209449 
0.100253 -0.198340 0.129429 
0.552660 -0.701834 0.632618 
0.590808 -0.021271 -0.486373 
-0.074557 -0.393048 0.903439 
0.205847 0.531419 -0.961119 
-0.377728 0.950194 -0.995911 
-0.632191 0.676260 0.729850 
-0.725761 -0.574755 0.295145 
0.968627 0.565722 -0.230689 
0.727103 0.233375 0.584521 
-0.549791 -0.883114 -0.198767 
-0.813898 -0.718070 0.202307 
-0.971923 -0.525071 0.141819 
-0.641835 0.612720 0.163610 
0.717216 -0.371136 0.845943 
0.622120 0.052461 -0.277871 
-0.485824 0.624378 0.795892 
-0.686148 -0.665090 -0.923704 
-0.441145 -0.601672 0.236183 
0.917417 0.818049 -0.649892 
0.604907 0.750664 0.710379 
-0.434980 -0.917722 -0.508042 
-0.087436 0.610340 0.425764 
0.023774 0.388409 -0.338359 
-0.005646 -0.192602 -0.084506 
-0.484909 0.442366 0.254128 
0.740715 -0.734794 -0.249855 
0.552721 -0.577624 0.201209 
0.583422 -0.856197 -0.791192 
0.716971 -0.992981 0.834101 
-0.237587 -0.765984 0.511582 
0.181921 -0.541978 -0.359416 
-0.294412 -0.923460 -0.311869 
0.109958 -0.087191 0.960204 
0.251625 -0.886227 0.661977 
-0.012299 0.166112 -0.730461 
-0.799310 -0.080355 -0.087741 
0.838069 -0.365154 0.485031 
0.714164 0.446821 -0.604175 
-0.734733 -0.861934 0.880551 
0.648061 -0.466597 -0.495651 
-0.286843 -0.152135 -0.946226 
0.255959 0.865230 -0.033784 
0.400494 -0.477462 -0.888852 
-0.926939 -0.544298 -0.991882 
-0.614734 -0.834773 0.135777 
-0.544359 0.724052 0.035249 
0.353984 -0.178991 -0.694693 
-0.561022 0.677358 0.811396 
0.282205 -0.429853 0.981445 
-0.446944 0.785394 0.872860 
0.321940 -0.843135 0.957213 
-0.764824 -0.875057 0.947691 
0.381268 -0.649586 -0.931761 
-0.233070 -0.485092 -0.284951 
0.134678 0.329325 -0.200964 
-0.522629 -0.086825 0.589953 
-0.124424 -0.650319 0.596973 
-0.446150 -0.444441 0.595752 
0.956114 -0.035066 0.596728 
-0.571276 0.428694 -0.952269 
0.797235 0.347392 -0.399091 
-0.378521 -0.062105 -0.037263 
0.846309 0.079562 -0.286111 
-0.642384 -0.690909 -0.919126 
0.660268 0.380596 -0.768059 
0.507492 -0.407331 0.392132 
0.750298 0.362407 -0.490707 
0.641896 -0.621143 0.342204 
0.185522 -0.180883 -0.216224 
0.538072 0.725883 0.712394 
-0.525193 -0.503830 -0.372295 
-0.466109 -0.395550 -0.238502 
0.169835 -0.992370 -0.983642 
-0.022370 -0.380474 -0.148595 
-0.784356 0.823786 -0.751823 
-0.101840 0.131626 0.683523 
-0.437300 0.286294 -0.656117 
-0.817927 -0.578478 0.718619 
0.198950 0.675893 -0.647877 
-0.766106 -0.532517 -0.427778 
-0.187902 -0.797235 -0.551805 
-0.430708 0.485153 -0.565600 
-0.002594 0.671255 -0.927122 
-0.704459 -0.130589 0.094272 
-0.457686 0.728752 0.880673 
-0.782708 0.822810 0.220618 
0.085482 0.301492 -0.809748 
-0.376873 0.003327 -0.606738 
0.626820 -0.708243 -0.785516 
-0.094638 0.234962 -0.737663 
-0.805048 -0.885739 0.831965 
-0.704459 0.934263 0.368877 
-0.282510 0.437178 0.311014 
-0.592700 0.677908 -0.143712 
0.034150 0.806146 0.444380 
-0.781060 0.511521 0.771111 
0.293863 0.930662 -0.738945 
-0.147008 0.431501 0.155858 
0.932554 0.538255 -0.904233 
0.262429 0.210425 0.924863 
-0.705985 -0.885311 0.564989 
-0.032868 0.630970 -0.173559 
0.973632 -0.212867 -0.826167 
-0.445540 -0.505905 0.894894 
-0.609424 0.332255 -0.886776 
0.000458 -0.275857 0.924070 
0.179174 0.043489 0.539781 
0.251747 -0.242958 0.904843 
0.973083 -0.771844 0.530686 
-0.835322 0.417096 -0.691641 
-0.693960 -0.329691 -0.797052 
-0.907163 0.913327 -0.176794 
0.900082 -0.256935 0.445967 
0.383404 0.670095 -0.096164 
0.819330 -0.765374 0.576647 
-0.949950 0.691458 -0.472396 
0.083773 0.610157 -0.750175 
0.172521 -0.692312 0.120579 
-0.396893 -0.376202 0.378765 
-0.608875 -0.300577 -0.039216 
0.968566 -0.830561 -0.095920 
0.461592 -0.196020 0.748528 
0.973022 0.259560 -0.760491 
0.463668 0.321329 0.690176 
0.966613 -0.689993 -0.636769 
0.169286 0.806085 0.636158 
0.550829 -0.277627 0.078707 
-0.485397 0.508469 -0.215430 
0.913511 0.354350 -0.827143 
-0.654653 0.958800 0.467269 
-0.433943 0.098300 0.314737 
0.857601 0.527940 -0.181127 
0.605518 0.695914 -0.194433 
-0.308756 0.592334 -0.052522 
0.144993 -0.638905 -0.031343 
0.700430 -0.269814 -0.179174 
0.481368 -0.996155 0.298074 
0.272317 -0.164220 -0.286050 
0.150731 -0.897824 -0.275369 
-0.055147 -0.601062 0.971374 
-0.488815 0.806024 -0.248817 
0.233924 -0.281045 0.279885 
0.136631 -0.079928 0.010590 
-0.727897 0.745781 0.871395 
0.355266 -0.736259 0.256325 
-0.666189 -0.174963 -0.673574 
-0.024384 -0.216834 -0.839717 
-0.174535 0.111118 0.187658 
-0.146153 -0.049654 -0.190710 
0.103671 -0.943846 -0.344340 
-0.272805 -0.322367 -0.279580 
-0.196631 0.435591 0.490097 
-0.087069 0.446150 0.775689 
0.451582 -0.924497 -0.884762 
0.306192 -0.147557 0.964476 
0.275307 -0.937132 -0.907712 
0.845821 0.562181 0.469039 
0.519150 0.986999 0.808649 
0.513840 0.975158 0.675954 
0.532212 0.937254 -0.290262 
0.234596 0.005829 -0.594592 
0.604114 0.815729 0.903073 
-0.004791 -0.490158 0.264199 
0.285440 -0.742180 0.745598 
-0.625660 -0.700430 -0.204810 
-0.037141 0.352641 0.347514 
0.684805 -0.369304 0.274331 
-0.975036 0.653127 0.018525 
0.360576 0.767083 -0.163060 
-0.696646 0.923704 -0.186560 
0.302774 0.982849 0.354045 
-0.148900 0.936766 -0.255104 
-0.115146 -0.602893 0.373272 
0.782952 0.648122 0.170507 
0.464644 0.603320 0.740349 
0.090609 0.508286 0.586291 
0.799249 0.400128 -0.526353 
0.321451 0.747368 -0.189856 
0.966796 0.315287 -0.671743 
0.010834 -0.539171 0.576830 
-0.486801 -0.732658 -0.495346 
0.044465 -0.532884 -0.870846 
0.809809 -0.093234 -0.616199 
-0.055757 -0.541612 -0.258522 
0.284768 -0.852351 0.251503 
-0.333110 -0.824885 -0.513901 
-0.476730 -0.592944 -0.035798 
-0.864864 0.444746 0.218360 
0.468795 -0.647755 0.652394 
0.631153 -0.802423 0.942564 
-0.646596 0.774041 0.107639 
0.621876 -0.752556 0.697501 
-0.215003 -0.198523 0.709159 
-0.188574 -0.044099 0.102329 
-0.123325 0.302774 0.854915 
-0.533738 0.138768 0.988525 
-0.332560 -0.774957 0.135960 
0.596912 0.967101 0.361003 
-0.398724 0.070956 0.165624 
0.643971 0.415632 -0.470626 
-0.240761 -0.070956 -0.691580 
0.166417 0.269509 -0.122776 
0.120151 -0.269326 0.791742 
-0.093478 -0.937864 -0.350200 
-0.386151 0.941527 -0.923093 
0.767266 -0.162328 -0.419477 
-0.623524 0.960753 0.170080 
-0.070406 -0.443220 -0.599841 
0.666067 0.349895 -0.995422 
-0.190405 0.546983 0.525498 
-0.394208 -0.107944 0.397443 
-0.942137 0.885800 0.760125 
0.534898 0.641774 0.594348 
0.591113 -0.748100 0.906857 
0.515366 -0.182470 -0.650197 
0.960814 -0.173070 -0.962279 
0.721183 -0.137547 -0.933531 
0.461470 -0.459212 0.047151 
-0.734733 -0.499863 -0.991150 
0.510727 0.564928 0.273843 
-0.238014 0.401532 0.249611 
0.242225 0.727592 -0.330729 
-0.187719 -0.609119 0.057955 
0.196203 0.701468 -0.538804 
0.904965 0.220435 0.147130 
-0.288125 0.645497 -0.233192 
-0.820368 -0.930723 0.809931 
0.383099 -0.277932 -0.606128 
0.364177 0.334147 -0.257790 
0.970824 0.803278 -0.615162 
-0.784783 0.219520 -0.470321 
-0.264565 0.983093 0.957396 
-0.779229 -0.640675 0.603809 
0.496689 -0.532456 -0.377361 
-0.599841 0.453719 0.213965 
-0.890439 -0.720267 0.672903 
-0.969176 0.941649 -0.145054 
-0.295144 -0.766472 -0.827570 
-0.728874 0.295694 0.890072 
-0.767022 -0.940184 0.307657 
0.202368 0.873348 0.068453 
0.824213 0.646168 -0.294778 
0.018220 0.637013 0.497177 
-0.519272 -0.656606 0.364849 
-0.795404 -0.283425 0.649098 
-0.097751 0.434553 -0.583178 
-0.178930 0.978881 -0.588122 
0.062410 0.412763 0.264138 
-0.328166 -0.258644 0.268044 
-0.248146 -0.076998 0.046846 
0.485885 -0.229163 -0.319071 
0.931638 0.334147 -0.973205 
-0.535997 -0.006378 0.909726 
0.651662 0.178930 -0.317362 
-0.054415 -0.839778 0.023408 
-0.269753 0.373760 -0.723319 
0.747368 0.304117 -0.905271 
-0.387310 -0.536973 0.660695 
0.186010 -0.535813 -0.335124 
0.081210 -0.628529 0.370464 
-0.843623 0.051118 0.841243 
0.024506 -0.458602 0.878597 
-0.839961 -0.323527 0.066256 
0.540208 0.133274 -0.530931 
-0.898862 0.490219 -0.073519 
0.491989 0.424604 -0.170568 
0.252846 -0.677602 0.609607 
-0.478622 -0.093661 0.363445 
-0.719230 0.462325 0.012482 
0.676504 0.094028 -0.328654 
-0.139988 -0.026276 -0.696768 
0.507187 -0.001679 0.865841 
-0.532823 0.293252 0.196875 
0.953673 0.779840 0.644826 
0.642018 -0.263833 0.569445 
0.856136 0.603748 0.581042 
0.620533 -0.302591 0.552171 
-0.300882 0.351482 -0.850215 
-0.983642 -0.977966 -0.824030 
0.521165 -0.100009 -0.131565 
-0.601001 0.497787 -0.784112 
-0.982971 0.384686 -0.203711 
0.451155 0.920774 0.375408 
-0.009857 -0.524522 -0.192114 
-0.873775 -0.025178 -0.405927 
0.721244 -0.533799 -0.260964 
-0.879086 0.479110 -0.686941 
-0.238319 -0.848323 -0.017548 
0.277505 -0.343547 -0.759941 
-0.616565 -0.700369 0.610523 
-0.510178 0.204749 -0.232032 
0.668569 -0.736747 -0.110569 
0.548631 -0.637196 0.972472 
0.260476 0.174230 0.364177 
0.381451 0.104404 -0.712455 
-0.638478 -0.543382 0.793512 
-0.431135 -0.683828 -0.207312 
0.912473 -0.640187 0.339946 
-0.899655 -0.430403 0.779840 
0.265481 0.071322 -0.166723 
0.321207 0.131077 0.167211 
0.325114 0.989929 -0.135105 
0.166967 -0.576769 -0.375164 
0.320902 -0.834346 -0.805719 
0.332194 -0.505234 -0.765801 
0.348735 0.995361 -0.297830 
0.227638 -0.561876 0.368572 
-0.176916 -0.750786 0.161107 
0.693289 -0.647694 0.499496 
-0.734611 -0.348491 0.659169 
-0.296609 -0.359050 0.060640 
-0.328532 0.785211 0.860836 
-0.022553 0.407636 -0.417402 
0.298501 -0.698660 0.669057 
0.739677 0.714103 0.299844 
0.341227 0.524644 -0.489914 
-0.887631 -0.246315 0.576708 
0.875301 -0.183508 0.657277 
0.018586 -0.193091 -0.951415 
0.890561 -0.264992 -0.020783 
0.273293 0.444136 0.583605 
-0.543809 -0.641041 0.505539 
-0.002045 -0.929197 0.279885 
-0.684378 0.386273 -0.515610 
-0.142369 0.818598 0.987915 
-0.256386 -0.993164 -0.573901 
-0.862301 -0.771661 0.518296 
0.565050 0.355937 -0.777947 
0.604785 0.394452 -0.968993 
-0.919126 0.805048 0.058870 
0.677724 -0.509323 0.338420 
-0.472274 -0.283364 -0.243263 
0.922178 0.137852 0.249306 
0.856319 -0.195532 0.603198 
0.528489 0.134861 -0.117222 
-0.694510 -0.832148 -0.024751 
0.481307 -0.074252 -0.662893 
-0.277139 -0.347514 0.297708 
-0.161962 -0.946165 0.461470 
0.083407 0.674978 -0.579943 
0.145909 -0.988159 -0.000763 
-0.552721 0.296182 0.560472 
0.796686 0.591968 -0.703299 
0.910337 -0.622547 0.814142 
-0.705741 0.309183 -0.647145 
0.200293 -0.638966 -0.898984 
-0.757378 -0.022553 -0.525803 
-0.298074 0.829707 0.589099 
0.598743 0.301492 -0.556139 
-0.899411 -0.230689 -0.681326 
0.631275 -0.334391 0.164037 
-0.220557 0.635792 0.230506 
-0.675039 -0.603992 -0.561754 
0.825739 -0.842891 0.297342 
0.929624 0.904660 -0.826350 
0.255226 0.541673 0.251625 
-0.787103 0.530198 -0.947874 
0.101413 -0.342998 -0.288675 
0.999756 0.836055 0.895627 
0.579089 0.046541 -0.391156 
0.002472 0.844600 0.782647 
0.882626 -0.395611 0.953612 
0.032197 0.443648 -0.288308 
0.556932 -0.403363 0.370647 
0.666128 0.235145 -0.498642 
0.038118 -0.266518 0.798761 
0.593493 -0.338237 -0.082675 
0.155004 0.423444 0.453291 
-0.588794 -0.403546 0.974914 
0.351970 -0.576220 0.914365 
0.848872 0.956908 0.227576 
0.401227 -0.911557 0.235267 
0.514267 0.569140 -0.127720 
0.653554 -0.440718 -0.468001 
0.523240 -0.306192 -0.072237 
-0.302896 -0.201697 -0.136509 
-0.950804 -0.396588 0.824152 
-0.111118 -0.435774 0.590930 
0.163610 0.600024 0.731071 
0.852229 0.551378 -0.937254 
-0.425947 0.151952 -0.905393 
0.946593 -0.823359 0.667165 
0.264016 0.639760 -0.594104 
-0.846492 0.178808 0.262062 
-0.164586 -0.196326 0.429548 
-0.950987 0.522752 -0.999878 
-0.183508 -0.389080 -0.765007 
0.782891 0.343242 0.849849 
-0.443709 0.171972 0.642323 
0.523850 -0.945189 0.929380 
0.850703 0.777520 -0.630726 
-0.105747 -0.443770 -0.629688 
-0.632252 0.348735 0.501022 
0.765374 0.914670 0.053865 
0.523667 0.848811 0.138401 
-0.336100 -0.721732 -0.525742 
-0.051851 -0.262246 0.478683 
-0.798883 -0.714652 -0.573290 
-0.676626 -0.380230 -0.618702 
-0.374493 -0.836787 0.435530 
0.431074 -0.920469 0.929258 
0.074435 -0.706046 -0.902524 
0.947935 0.583300 -0.141270 
0.603137 -0.490280 0.046724 
0.146275 -0.520371 0.251930 
0.855220 0.027436 0.314493 
0.422590 0.827998 0.809626 
-0.446028 -0.018097 0.706839 
0.754570 0.253639 0.606250 
-0.906735 -0.776116 -0.300394 
0.018708 -0.466475 -0.284585 
-0.365703 0.662771 0.511826 
0.839656 -0.598865 -0.259621 
-0.475082 -0.796869 -0.290994 
-0.465499 -0.623829 -0.666616 
-0.199683 0.501328 0.162389 
0.019990 -0.478927 0.495529 
0.245827 -0.403119 0.690664 
0.502854 0.157079 0.062105 
-0.743644 -0.782708 -0.499863 
0.642201 0.980773 0.547899 
-0.236793 -0.557054 0.852168 
0.886532 0.965331 0.701529 
-0.936216 -0.274636 0.485580 
0.119236 -0.848506 -0.047639 
-0.260720 0.205054 -0.548082 
-0.175451 0.189123 -0.330241 
0.222327 -0.859188 0.429548 
-0.024323 -0.476730 -0.951170 
-0.761589 0.280801 -0.475326 
0.992187 -0.312906 -0.259865 
0.536119 -0.569201 0.291604 
0.662282 -0.489608 0.294412 
-0.708975 0.560472 -0.544969 
0.135777 0.431623 0.359416 
-0.421674 -0.228736 -0.143162 
0.202734 0.761528 0.583972 
-0.413923 -0.400616 -0.288919 
-0.653127 -0.061739 0.610828 
0.065218 -0.325236 0.604297 
-0.265114 0.785821 -0.378460 
0.105014 -0.034455 0.050752 
-0.363445 0.792108 0.884823 
0.953063 0.949522 0.079318 
0.009186 -0.292093 0.905087 
-0.489975 0.325846 -0.486862 
0.373089 0.584521 0.318033 
0.569994 -0.447127 0.582263 
-0.093600 0.964782 0.886593 
-0.901852 0.833247 0.507920 
-0.854549 0.572802 0.065523 
-0.903867 -0.597400 -0.013764 
-0.962584 -0.244118 0.870968 
0.134556 0.376629 -0.685903 
0.615406 -0.625416 -0.533067 
0.703543 -0.793268 -0.504074 
-0.512253 0.060091 -0.784661 
-0.622730 -0.742668 0.302591 
-0.080355 -0.989990 -0.830378 
0.668142 0.376324 0.160619 
0.768853 0.031526 0.392132 
0.605640 -0.146947 0.192785 
-0.813898 -0.395611 0.271584 
-0.232032 -0.918027 0.953673 
-0.960997 0.586657 0.477157 
0.965331 0.833125 -0.342570 
0.725394 0.062838 -0.453658 
-0.721549 0.518174 0.230506 
0.656728 0.995361 -0.373394 
-0.057711 -0.513352 0.587695 
-0.539415 -0.969054 -0.187658 
0.877987 0.436079 -0.621387 
-0.872555 0.288186 -0.895138 
-0.221961 -0.272927 0.330302 
0.158300 -0.547716 -0.490829 
0.775628 0.009797 0.470748 
-0.490951 0.293313 -0.574938 
-0.861324 0.334269 -0.789178 
0.022248 -0.963439 0.543870 
0.375042 -0.904172 0.735160 
-0.664907 -0.886349 -0.834284 
0.850765 0.997803 0.653615 
0.213538 -0.049593 0.468429 
0.785211 -0.049593 -0.345622 
0.121555 0.859127 -0.974059 
-0.484664 0.723502 0.212256 
0.858211 0.042940 0.052828 
-0.508408 0.465804 -0.494491 
0.516892 0.444075 0.680959 
-0.185522 0.165807 0.823237 
-0.893674 0.919431 0.314188 
0.499863 0.989135 -0.845576 
-0.839961 -0.734977 -0.998962 
-0.679373 0.448103 0.593616 
0.804315 -0.825068 0.066012 
0.264992 -0.214637 -0.083651 
0.307962 0.568651 -0.803400 
0.622974 0.034272 0.437544 
